4.520	4.70	35.18
4.475	4.74	35.18
4.427	4.73	35.18
4.372	4.72	35.18
4.326	4.72	35.18
4.295	4.72	35.18
4.256	4.73	35.18
4.217	4.73	35.18
4.174	4.73	35.18
4.133	4.74	35.18
4.093	4.73	35.18
4.049	4.85	35.18
4.012	4.81	35.18
3.986	4.84	35.18
3.956	4.89	35.18
3.911	5.00	35.18
3.865	5.03	35.18
3.822	5.09	35.18
3.788	5.18	35.18
3.746	5.26	35.18
3.700	5.34	35.18
3.661	5.37	35.18
3.627	5.41	35.18
3.590	5.53	35.18
3.547	5.61	35.18
3.511	5.70	35.18
3.472	5.77	35.18
3.440	5.83	35.18
3.410	5.91	35.18
3.376	5.99	35.18
3.337	6.05	35.18
3.307	6.14	35.18
3.278	6.20	35.18
3.256	6.25	35.18
3.236	6.33	35.18
3.210	6.37	35.18
3.180	6.42	35.18
3.147	6.51	35.18
3.119	6.59	35.18
3.096	6.66	35.18
3.070	6.76	35.18
3.043	6.81	35.18
3.019	6.92	35.18
2.993	6.96	35.18
2.966	7.02	35.18
2.946	7.09	35.18
2.925	7.19	35.18
2.902	7.25	35.18
2.872	7.36	35.18
2.853	7.38	35.18
2.831	7.38	35.18
2.811	7.45	35.18
2.792	7.55	35.18
2.772	7.63	35.18
2.749	7.73	35.18
2.724	7.76	35.18
2.706	7.84	35.18
2.687	7.89	35.18
2.670	8.01	35.18
2.656	8.03	35.18
2.639	8.09	35.18
2.621	8.17	35.18
2.598	8.24	35.18
2.582	8.32	35.18
2.568	8.36	35.18
2.552	8.38	35.17
2.537	8.43	35.17
2.521	8.48	35.17
2.505	8.57	35.17
2.487	8.59	35.17
2.468	8.70	35.17
2.452	8.73	35.17
2.438	8.78	35.17
2.427	8.81	35.17
2.416	8.89	35.17
2.404	8.99	35.17
2.390	9.05	35.17
2.375	9.14	35.17
2.359	9.16	35.17
2.343	9.21	35.17
2.327	9.25	35.17
2.312	9.32	35.17
2.298	9.39	35.17
2.284	9.49	35.17
2.270	9.58	35.17
2.256	9.66	35.17
2.241	9.75	35.17
2.228	9.81	35.17
2.211	9.89	35.17
2.197	9.97	35.17
2.182	10.04	35.17
2.166	10.11	35.17
2.151	10.21	35.17
