4.670	4.70	15.05
4.670	4.72	15.05
4.670	4.72	15.05
4.667	4.71	15.05
4.649	4.71	15.05
4.622	4.71	15.05
4.591	4.72	15.05
4.553	4.72	15.05
4.515	4.71	15.05
4.481	4.71	15.05
4.463	4.72	15.05
4.454	4.72	15.05
4.442	4.72	15.05
4.423	4.72	15.05
4.396	4.72	15.05
4.372	4.72	15.05
4.348	4.73	15.05
4.322	4.72	15.05
4.288	4.74	15.05
4.256	4.72	15.05
4.226	4.73	15.05
4.197	4.73	15.05
4.167	4.81	15.05
4.132	4.83	15.05
4.105	4.83	15.05
4.089	4.83	15.05
4.080	4.84	15.05
4.072	4.85	15.05
4.058	4.88	15.05
4.039	4.87	15.05
4.021	4.92	15.05
3.998	4.98	15.05
3.977	5.00	15.05
3.958	5.02	15.05
3.937	5.03	15.05
3.917	5.07	15.05
3.892	5.15	15.05
3.866	5.16	15.05
3.837	5.25	15.05
3.807	5.29	15.05
3.788	5.31	15.05
3.785	5.31	15.05
3.778	5.36	15.05
3.766	5.37	15.05
3.750	5.40	15.05
3.731	5.39	15.05
3.712	5.40	15.05
3.693	5.50	15.05
3.674	5.48	15.05
3.650	5.58	15.05
3.626	5.63	15.05
3.609	5.64	15.05
3.593	5.71	15.05
3.579	5.73	15.05
3.561	5.75	15.05
3.542	5.78	15.05
3.525	5.84	15.05
3.513	5.84	15.05
3.498	5.86	15.05
3.480	5.93	15.05
3.461	5.96	15.05
3.443	5.98	15.05
3.426	6.02	15.05
3.411	6.07	15.05
3.394	6.10	15.05
3.377	6.16	15.05
3.360	6.20	15.05
3.344	6.23	15.05
3.326	6.23	15.05
3.308	6.32	15.05
3.294	6.31	15.05
3.281	6.38	15.05
3.268	6.41	15.05
3.253	6.39	15.05
3.235	6.46	15.05
3.218	6.48	15.05
3.202	6.52	15.05
3.184	6.60	15.05
3.169	6.63	15.05
3.153	6.69	15.05
3.136	6.75	15.05
3.120	6.74	15.05
3.105	6.79	15.05
3.091	6.83	15.05
3.075	6.90	15.05
3.060	6.91	15.05
3.043	6.96	15.05
3.022	7.01	15.05
3.006	7.08	15.05
2.992	7.11	15.05
2.974	7.17	15.05
2.961	7.20	15.05
2.946	7.25	15.05
2.931	7.30	15.05
2.923	7.34	15.05
2.916	7.37	15.05
2.908	7.38	15.05
2.898	7.37	15.05
2.886	7.41	15.05
2.871	7.41	15.05
2.854	7.46	15.05
2.840	7.53	15.05
2.830	7.59	15.05
2.815	7.62	15.05
2.802	7.70	15.05
2.786	7.74	15.05
2.771	7.77	15.05
2.761	7.80	15.05
2.751	7.83	15.05
2.743	7.83	15.05
2.734	7.90	15.05
2.725	7.89	15.05
2.715	7.97	15.05
2.705	8.00	15.05
2.695	8.03	15.05
2.684	8.07	15.05
2.674	8.13	15.05
2.663	8.15	15.05
2.652	8.14	15.05
2.641	8.21	15.05
2.633	8.26	15.05
2.622	8.30	15.05
2.611	8.34	15.05
2.601	8.36	15.05
2.589	8.37	15.05
2.576	8.42	15.05
2.565	8.45	15.05
2.555	8.48	15.05
2.545	8.50	15.05
2.537	8.53	15.05
2.528	8.55	15.05
2.519	8.63	15.05
2.509	8.69	15.05
2.500	8.68	15.05
2.490	8.73	15.05
2.481	8.74	15.05
2.469	8.77	15.05
2.458	8.77	15.05
2.448	8.86	15.05
2.439	8.90	15.05
2.431	8.98	15.05
2.424	9.06	15.05
2.417	9.05	15.05
2.410	9.10	15.05
2.400	9.15	15.05
2.391	9.15	15.05
2.384	9.17	15.05
2.375	9.20	15.05
2.367	9.23	15.05
2.356	9.24	15.05
2.345	9.29	15.05
2.334	9.32	15.05
2.326	9.37	15.05
2.318	9.42	15.05
2.310	9.49	15.05
2.303	9.53	15.05
2.294	9.58	15.05
2.286	9.63	15.05
2.279	9.67	15.05
2.275	9.70	15.05
2.268	9.74	15.05
2.260	9.78	15.05
2.252	9.82	15.05
2.243	9.87	15.05
2.235	9.90	15.05
2.226	9.93	15.05
2.217	9.98	15.05
2.208	10.02	15.05
2.198	10.07	15.05
2.187	10.12	15.05
2.179	10.16	15.05
2.173	10.21	15.05
2.167	10.24	15.05
2.161	10.26	15.05
2.155	10.31	15.05
2.149	10.34	15.05
2.142	10.37	15.05
2.137	10.40	15.05
2.131	10.43	15.05
2.125	10.46	15.05
2.120	10.49	15.05
2.115	10.51	15.05
2.109	10.55	15.05
2.104	10.57	15.05
2.102	10.59	15.05
2.099	10.62	15.05
2.094	10.65	15.05
2.089	10.69	15.05
2.084	10.71	15.05
2.078	10.74	15.05
2.073	10.77	15.05
2.068	10.79	15.05
2.064	10.83	15.05
2.058	10.86	15.05
2.050	10.90	15.05
2.045	10.93	15.05
2.039	10.96	15.05
2.035	10.99	15.05
2.030	11.01	15.05
2.024	11.04	15.05
2.018	11.08	15.05
2.012	11.13	15.05
2.007	11.16	15.05
2.001	11.19	15.05
1.996	11.22	15.05
1.990	11.26	15.05
1.985	11.29	15.05
1.978	11.33	15.05
1.971	11.38	15.05
1.965	11.41	15.05
1.959	11.45	15.05
1.955	11.48	15.05
1.949	11.51	15.05
1.944	11.54	15.05
1.939	11.58	15.05
1.934	11.61	15.05
1.928	11.65	15.05
1.922	11.69	15.05
1.917	11.73	15.05
1.911	11.75	15.05
1.905	11.81	15.05
1.899	11.84	15.05
1.894	11.88	15.05
1.889	11.90	15.05
1.884	11.94	15.05
