0.91	1.09981	7.93629e-05	264.2	0.904491	1.10529	0.00356552	0.314215	0.00520101	-0.309247	0.00498158	0.311624	0.00360093	5.68465	0.000693259
0.92	1.08734	3.06474e-05	266.266	1.07583	1.09684	0.00245892	0.388691	0.00655082	-0.40265	0.00593898	0.396353	0.00442111	5.72844	0.000470817
0.93	1.07641	1.59119e-05	263.769	0.479319	1.06285	0.00139156	0.514045	0.0126154	-0.537924	0.00855472	0.530402	0.00762121	5.91162	0.000250189
0.94	1.06381	3.25579e-05	265.203	1.93191	1.05736	0.00130627	0.715943	0.00627432	-0.701094	0.00462116	0.706316	0.00389622	5.94235	0.000232432
0.95	1.05276	4.97645e-05	263.508	0.808612	1.05039	0.000952843	1.17047	0.00575633	-1.14945	0.0152578	1.16785	0.00815377	5.98177	0.000167318
0.961	1.04138	1.3474e-05	264.958	1.00638	1.0458	0.000290474	2.0808	0.0210325	-2.13144	0.0116229	2.11959	0.0120152	6.00803	5.05619e-05
0.962	1.03963	1.3979e-05	264.613	2.85402	1.04158	0.000307201	2.14417	0.0133811	-2.26035	0.0371393	2.15752	0.0197382	6.03235	5.30433e-05
0.963	1.03901	1.65091e-05	263.899	1.16492	1.03834	0.000312395	2.18116	0.0117716	-2.16246	0.0114795	2.17157	0.00822115	6.05117	5.3605e-05
0.964	1.03837	1.47348e-05	263.842	1.03623	1.03929	0.000256524	2.17449	0.0133499	-2.2045	0.018749	2.18459	0.0115081	6.04562	4.40986e-05
0.9645	1.03735	2.70466e-05	261.949	2.5223	1.03931	0.000250524	2.26699	0.0300635	-2.20411	0.0180869	2.22082	0.0175425	6.04556	4.30681e-05
0.965	1.03671	2.38546e-05	264.836	0.889114	1.0364	0.000362202	2.24661	0.0111773	-2.25961	0.00932335	2.25428	0.00727763	6.06253	6.19189e-05
0.966	1.0354	2.33116e-05	263.65	2.13472	1.04269	0.00101887	2.22799	0.0131169	-2.19968	0.0152491	2.21595	0.0100572	6.02594	0.000176299
0.967	1.03432	2.36401e-05	265.083	3.58211	1.03551	0.000433767	2.15637	0.0109548	-2.16503	0.0173847	2.15883	0.0102742	6.06774	7.40255e-05
0.968	1.0346	3.519e-05	264.214	0.878737	1.04265	0.00031953	2.14628	0.0198786	-2.06644	0.0209168	2.10839	0.014428	6.02616	5.52855e-05
0.969	1.03295	3.77373e-05	266.344	3.50149	1.0389	0.000440687	1.95608	0.0172194	-2.02452	0.0313458	1.97195	0.017882	6.04794	7.56998e-05
0.975	1.02663	4.80243e-05	264.339	1.13882	1.02928	0.000397535	1.44687	0.0052884	-1.43275	0.0184475	1.4458	0.00959527	6.10447	6.70284e-05
0.98	1.01995	5.19093e-05	263.726	1.44286	1.01827	0.000734236	1.10614	0.0081941	-1.12216	0.00957518	1.11291	0.00630133	6.17047	0.000121166
0.99	1.01112	4.37303e-05	265.686	3.64104	1.02629	0.000818287	0.75926	0.0072089	-0.757018	0.00559457	0.757861	0.00456255	6.1222	0.000137173
1	1.0008	1.36137e-05	265.556	1.78848	1.03887	0.00100718	0.508757	0.00184451	-0.564963	0.00741398	0.512033	0.00381999	6.04812	0.000173001
1.1	0.90996	3.33011e-05	264.836	2.11311	0.910674	0.0150475	0.15966	0.0038271	-0.18268	0.00755553	0.16436	0.00423476	6.89949	0.00198614
