-0.359107	0.00365533	0.999826	2.28487	0.00229474	-6.10674e-07	1.51168e-08	9.92329e-08	0.437509	0.000439399	2.6932e-07	6.36346e-09	4.34229e-08	6.10674e-07	1.51168e-08	6.15576e-07	1.45579e-08	0.0010101	9.13607e-06
-0.363603	0.00480675	0.999885	2.26218	0.00169938	-7.86819e-07	1.16046e-08	7.94658e-08	0.441951	0.000332	3.49207e-07	4.88376e-09	3.5124e-08	7.86819e-07	1.16046e-08	7.90149e-07	1.10664e-08	0.00100136	6.44388e-06
15.04	0.0154376	0.99991	2.45738	0.00149169	-9.13158e-07	9.51619e-09	6.96904e-08	0.406864	0.000246976	3.72611e-07	3.6598e-09	2.83571e-08	9.13158e-07	9.51619e-09	9.15813e-07	9.0123e-09	0.00102612	6.46554e-06
15.0427	0.00446861	0.999942	2.40195	0.00125118	-1.03013e-06	8.39556e-09	5.74951e-08	0.416281	0.000216842	4.29551e-07	3.28505e-09	2.39355e-08	1.03013e-06	8.39556e-09	1.03188e-06	7.90971e-09	0.00100331	4.689e-06
15.05	1.99189e-12	0.99985	2.39972	0.00203461	-7.93501e-07	1.31349e-08	9.09896e-08	0.416589	0.000353206	3.32389e-07	5.20906e-09	3.7911e-08	7.93501e-07	1.31349e-08	7.97882e-07	1.25224e-08	0.00100159	8.51533e-06
15.0523	0.00421154	0.999926	2.37732	0.00130194	-9.76448e-07	8.56321e-09	6.4474e-08	0.42058	0.00023033	4.11592e-07	3.39074e-09	2.71185e-08	9.76448e-07	8.56321e-09	9.78629e-07	8.07984e-09	0.000992814	5.65268e-06
25.0008	0.00572171	0.999907	2.51633	0.00169211	-9.97767e-07	1.0449e-08	7.11709e-08	0.39733	0.000267185	3.97526e-07	3.90155e-09	2.82809e-08	9.97767e-07	1.0449e-08	1.00049e-06	9.84245e-09	0.00101309	6.55035e-06
24.9668	0.00863365	0.99993	2.46437	0.00142054	-1.07939e-06	9.00325e-09	6.28996e-08	0.405726	0.000233873	4.3877e-07	3.41657e-09	2.55218e-08	1.07939e-06	9.00325e-09	1.08144e-06	8.44392e-09	0.000992292	5.78532e-06
25.0065	0.00479102	0.999861	2.47735	0.00228414	-8.91941e-07	1.41875e-08	8.71363e-08	0.403545	0.000372073	3.61568e-07	5.41421e-09	3.51683e-08	8.91941e-07	1.41875e-08	8.95979e-07	1.3442e-08	0.000997268	8.25601e-06
24.9815	0.0078075	0.999948	2.44528	0.00137913	-1.11174e-06	9.10947e-09	5.49285e-08	0.408907	0.000230623	4.55253e-07	3.48404e-09	2.24618e-08	1.11174e-06	9.10947e-09	1.11334e-06	8.54347e-09	0.000984653	5.03676e-06
34.9781	0.016382	0.999905	2.61378	0.00202179	-1.17012e-06	1.20342e-08	7.26129e-08	0.382515	0.000295881	4.48657e-07	4.2789e-09	2.77782e-08	1.17012e-06	1.20342e-08	1.17291e-06	1.1223e-08	0.00101495	7.72343e-06
35.0178	0.0205876	0.999968	2.42374	0.000888585	-1.2795e-06	5.91732e-09	4.19794e-08	0.412559	0.000151251	5.28266e-07	2.25919e-09	1.73195e-08	1.2795e-06	5.91732e-09	1.28046e-06	5.49614e-09	0.000941268	4.27736e-06
35.2093	0.0095299	0.999846	2.45564	0.0025568	-1.08389e-06	1.60654e-08	9.17382e-08	0.4071	0.000423871	4.43078e-07	6.10978e-09	3.73524e-08	1.08389e-06	1.60654e-08	1.08838e-06	1.50508e-08	0.000952904	8.40884e-06
35.1652	0.010182	0.999956	2.41114	0.00141269	-1.24567e-06	9.33888e-09	5.00142e-08	0.414706	0.000242976	5.17132e-07	3.58898e-09	2.07421e-08	1.24567e-06	9.33888e-09	1.24699e-06	8.68506e-09	0.000935779	5.13184e-06
45.0174	0.0271632	0.999887	2.54727	0.00203783	-1.19086e-06	1.24827e-08	7.87278e-08	0.392489	0.000313994	4.68698e-07	4.54883e-09	3.09033e-08	1.19086e-06	1.24827e-08	1.19417e-06	1.1629e-08	0.00095509	8.99968e-06
45.0271	0.025174	0.999968	2.44109	0.00106848	-1.45554e-06	7.1678e-09	4.12731e-08	0.409627	0.000179297	5.96636e-07	2.68962e-09	1.69071e-08	1.45554e-06	7.1678e-09	1.45654e-06	6.5969e-09	0.000914886	4.37334e-06
54.9802	0.0467022	0.999918	2.53031	0.00157491	-1.19325e-06	9.80865e-09	6.6173e-08	0.395144	0.000245946	4.7247e-07	3.59983e-09	2.615e-08	1.19325e-06	9.80865e-09	1.19569e-06	9.14052e-09	0.000917797	8.47668e-06
54.9757	0.0370146	0.99993	2.43931	0.00154779	-1.45762e-06	1.02819e-08	6.09331e-08	0.409895	0.000260087	5.98356e-07	3.85681e-09	2.49779e-08	1.45762e-06	1.02819e-08	1.45978e-06	9.45475e-09	0.000883443	7.21691e-06
