7.55682e-08	-3.12e-08
3.70675e-08	-1.54273e-08
9.88348e-09	-4.29051e-09
-3.53206e-08	1.42275e-08
2.22858e-08	-9.36801e-09
-9.65334e-09	3.71674e-09
-2.45224e-08	9.80919e-09
-2.14078e-08	8.5346e-09
-7.85224e-09	2.98337e-09
-2.51805e-09	8.00041e-10
4.14069e-09	-1.92564e-09
-2.19248e-08	8.75296e-09
-6.084e-08	2.46952e-08
-3.66335e-08	1.47813e-08
-2.96716e-08	1.19314e-08
-2.46193e-11	-2.11179e-10
-7.29458e-09	2.76829e-09
-3.8869e-09	1.37416e-09
-1.38696e-08	5.46519e-09
-3.21441e-08	1.29524e-08
-1.13564e-08	4.43879e-09
-2.3777e-08	9.52822e-09
-1.83263e-09	5.41014e-10
-1.25326e-08	4.92532e-09
7.81895e-10	-5.27415e-10
-3.31613e-08	1.33783e-08
1.81688e-09	-9.47993e-10
-1.43112e-08	5.66024e-09
-4.15364e-08	1.68139e-08
-3.21472e-08	1.29694e-08
-1.40463e-08	5.55669e-09
-6.20338e-09	2.3454e-09
3.56356e-08	-1.47914e-08
-4.18878e-09	1.52352e-09
2.86269e-10	-3.07867e-10
5.76658e-08	-2.38107e-08
1.43719e-08	-6.07495e-09
6.07037e-09	-2.67262e-09
2.53868e-08	-1.05835e-08
-5.55557e-09	2.09234e-09
2.31063e-08	-9.64723e-09
2.93662e-08	-1.22101e-08
1.19065e-08	-5.0566e-09
5.44127e-08	-2.24665e-08
2.52745e-08	-1.05292e-08
-4.05761e-08	1.6447e-08
-2.7741e-08	1.11914e-08
3.17296e-09	-1.47075e-09
3.74527e-09	-1.70415e-09
3.39734e-08	-1.40851e-08
1.02773e-08	-4.37711e-09
-4.05555e-09	1.49541e-09
-9.03637e-09	3.53713e-09
-7.68534e-09	2.98499e-09
3.60871e-08	-1.49439e-08
-7.98504e-09	3.1109e-09
3.34267e-08	-1.38506e-08
4.75229e-08	-1.96231e-08
1.44363e-08	-6.06831e-09
2.05133e-08	-8.55591e-09
1.34025e-08	-5.64164e-09
9.48927e-09	-4.03727e-09
-2.67827e-08	1.08224e-08
-2.20353e-08	8.87924e-09
-3.38974e-08	1.37396e-08
-7.63037e-08	3.11117e-08
-2.74599e-08	1.11056e-08
-1.93655e-08	7.79157e-09
-4.62399e-08	1.88018e-08
-7.40001e-08	3.01749e-08
-8.56401e-08	3.49451e-08
-8.10128e-08	3.30513e-08
2.05215e-08	-8.53858e-09
-1.62974e-08	6.54517e-09
-2.39725e-08	9.6909e-09
-5.41548e-08	2.20557e-08
-6.55668e-08	2.67314e-08
-6.73012e-08	2.7443e-08
-9.40555e-08	3.84035e-08
-8.64831e-08	3.53027e-08
-9.3574e-08	3.82088e-08
-6.61042e-08	2.69581e-08
-3.4251e-08	1.3912e-08
-3.32497e-08	1.35037e-08
-3.06494e-09	1.14046e-09
1.16197e-08	-4.87334e-09
6.46908e-10	-3.76967e-10
-1.33144e-09	4.35305e-10
-3.76265e-09	1.43283e-09
-6.31587e-09	2.48008e-09
-1.46864e-08	5.91042e-09
-2.36546e-08	9.58555e-09
-8.67579e-09	3.45154e-09
-8.92339e-09	3.55454e-09
2.02327e-10	-1.81999e-10
-1.25614e-08	5.04828e-09
-1.05314e-08	4.21851e-09
-1.92864e-08	7.80659e-09
-2.88401e-08	1.17219e-08
-1.15379e-08	4.63581e-09
-1.06345e-08	4.26731e-09
-8.32919e-09	3.32423e-09
-1.2435e-08	5.00751e-09
-7.02274e-09	2.79193e-09
1.82843e-10	-1.58552e-10
-7.66985e-09	3.0599e-09
-1.62719e-08	6.58534e-09
-5.63585e-09	2.23034e-09
-3.79639e-09	1.47784e-09
4.96075e-09	-2.10797e-09
1.32994e-08	-5.52234e-09
1.12143e-08	-4.66688e-09
8.70036e-09	-3.63572e-09
1.23946e-08	-5.14778e-09
2.36437e-09	-1.03754e-09
-4.99701e-09	1.97964e-09
1.06058e-08	-4.41025e-09
2.63281e-09	-1.14306e-09
7.37238e-09	-3.08306e-09
8.63513e-09	-3.59904e-09
-4.65051e-10	1.29926e-10
7.15713e-09	-2.99121e-09
1.30791e-08	-5.41534e-09
1.11521e-08	-4.6241e-09
-4.24848e-09	1.68611e-09
9.71008e-09	-4.02996e-09
4.60959e-10	-2.39718e-10
-9.30875e-09	3.76378e-09
3.94061e-10	-2.09168e-10
-1.04376e-08	4.22937e-09
3.58358e-09	-1.51288e-09
9.55249e-09	-3.95649e-09
-2.71652e-09	1.07086e-09
1.44535e-08	-5.96079e-09
9.01109e-09	-3.72998e-09
1.13861e-09	-5.03951e-10
-7.06083e-09	2.85602e-09
-1.84117e-09	7.19609e-10
9.87943e-10	-4.37775e-10
1.16174e-08	-4.79058e-09
8.51362e-09	-3.51833e-09
-1.4297e-09	5.56028e-10
-1.01376e-08	4.12454e-09
1.91595e-08	-7.87501e-09
2.95554e-08	-1.21319e-08
-1.92455e-09	7.64513e-10
7.55432e-09	-3.1167e-09
2.65307e-08	-1.08883e-08
3.8199e-09	-1.584e-09
1.84617e-09	-7.73885e-10
-2.16884e-08	8.86792e-09
1.53654e-08	-6.30868e-09
1.00779e-08	-4.14158e-09
5.37032e-09	-2.21179e-09
3.02632e-08	-1.24071e-08
5.46064e-09	-2.24565e-09
1.94726e-08	-7.98386e-09
1.30709e-08	-5.36007e-09
7.21707e-09	-2.9602e-09
2.9832e-08	-1.22224e-08
3.16834e-08	-1.29795e-08
1.32338e-08	-5.42079e-09
2.42556e-08	-9.93458e-09
2.52572e-08	-1.03436e-08
2.60511e-08	-1.06672e-08
3.6395e-08	-1.49028e-08
1.62839e-08	-6.66316e-09
1.5572e-08	-6.36971e-09
1.46752e-08	-6.00103e-09
2.34514e-08	-9.59463e-09
1.18972e-08	-4.8604e-09
9.59181e-09	-3.91441e-09
1.68006e-08	-6.86567e-09
2.40993e-08	-9.85405e-09
1.04026e-08	-4.24182e-09
1.69386e-08	-6.91774e-09
2.39139e-08	-9.77391e-09
1.98135e-08	-8.09282e-09
1.71813e-08	-7.01377e-09
2.44193e-08	-9.97779e-09
2.05333e-08	-8.38484e-09
1.74654e-08	-7.12726e-09
3.53465e-08	-1.44513e-08
3.09313e-08	-1.26415e-08
2.50769e-08	-1.02419e-08
3.01228e-08	-1.23077e-08
3.35886e-08	-1.37259e-08
2.66714e-08	-1.08909e-08
3.23356e-08	-1.32102e-08
2.63364e-08	-1.07516e-08
3.0086e-08	-1.22863e-08
2.19167e-08	-8.93842e-09
2.50935e-08	-1.02385e-08
1.80124e-08	-7.33667e-09
2.8795e-08	-1.17519e-08
3.30676e-08	-1.35012e-08
2.31911e-08	-9.45393e-09
3.49894e-08	-1.42856e-08
2.65183e-08	-1.08143e-08
1.77754e-08	-7.23171e-09
1.87585e-08	-7.63312e-09
7.09845e-09	-2.85525e-09
1.98933e-08	-8.09537e-09
2.00403e-08	-8.15428e-09
1.24646e-08	-5.05011e-09
2.47285e-08	-1.00727e-08
