8.31804e-10	8.55804e-10	0.000955666
-2.20202e-07	9.08301e-08	0.000946822
-2.81632e-07	1.15829e-07	0.000944328
-1.93452e-07	7.99229e-08	0.000947835
-1.58215e-07	6.55722e-08	0.000949236
-1.28254e-07	5.33639e-08	0.000950415
-1.1123e-07	4.64246e-08	0.000951085
-1.52451e-07	6.31947e-08	0.000949382
-2.26304e-07	9.32518e-08	0.000946343
-2.08684e-07	8.60678e-08	0.000947022
-2.43397e-07	1.00191e-07	0.000945566
-2.08475e-07	8.59662e-08	0.000946971
-1.62471e-07	6.72275e-08	0.000948833
-1.68386e-07	6.96271e-08	0.000948563
-1.73488e-07	7.16934e-08	0.000948317
-2.09211e-07	8.6226e-08	0.000946789
-1.9555e-07	8.06541e-08	0.000947322
-1.72498e-07	7.1259e-08	0.000948254
-1.50604e-07	6.23381e-08	0.000949152
-1.59046e-07	6.5767e-08	0.000948772
-1.27486e-07	5.29086e-08	0.000950079
-1.56358e-07	6.465e-08	0.000948813
-1.46134e-07	6.04751e-08	0.000949211
-1.46428e-07	6.05872e-08	0.000949176
-1.1704e-07	4.86159e-08	0.000950419
-8.83462e-08	3.69248e-08	0.000951633
-6.96906e-08	2.93228e-08	0.000952426
-8.13449e-08	3.40599e-08	0.000951905
-7.40283e-08	3.10716e-08	0.000952203
-7.72524e-08	3.23745e-08	0.000952043
-6.10115e-08	2.57532e-08	0.000952736
-6.53e-08	2.74895e-08	0.00095253
-6.88606e-08	2.89319e-08	0.000952359
-5.40625e-08	2.28982e-08	0.000952996
-6.97789e-08	2.9287e-08	0.00095228
-6.76399e-08	2.84047e-08	0.000952352
-7.44948e-08	3.11861e-08	0.000952026
-4.18472e-08	1.78861e-08	0.000953476
-4.96922e-08	2.10707e-08	0.000953107
-4.80247e-08	2.03829e-08	0.000953167
-3.68398e-08	1.58206e-08	0.00095366
-3.61327e-08	1.55238e-08	0.000953678
-5.84133e-08	2.45832e-08	0.000952641
-6.87637e-08	2.87881e-08	0.000952148
-7.95764e-08	3.31812e-08	0.000951631
-3.0847e-08	1.33349e-08	0.000953864
-1.25709e-08	5.88608e-09	0.0009547
-3.16586e-08	1.36503e-08	0.000953804
-1.73607e-08	7.81899e-09	0.000954456
