7.8703	0	7.87415	0.151828
7.878	1	7.88185	0.243726
7.8857	0	7.88955	0.372036
7.8934	2	7.89725	0.540007
7.9011	3	7.90495	0.745329
7.9088	3	7.91265	0.978204
7.9165	5	7.92035	1.2208
7.9242	3	7.92805	1.44874
7.9319	5	7.93575	1.63483
7.9396	1	7.94345	1.75423
7.9473	3	7.95115	1.78992
7.955	3	7.95885	1.73665
7.9627	6	7.96655	1.60223
7.9704	4	7.97425	1.40563
7.9781	4	7.98195	1.1726
7.9858	2	7.98965	0.93017
7.9935	1	7.99735	0.701629
8.0012	2	8.00505	0.503253
8.0089	0	8.01275	0.34324
8.0166	1	8.02045	0.222609
8.0243	1	8.02815	0.137284
8.032	0	8.03585	0.0805063
