-2.75575	0	-2.63344	0.060887
-2.51112	0.01	-2.38881	0.112539
-2.2665	0.04	-2.14419	0.195927
-2.02188	0.01	-1.89957	0.321289
-1.77725	0.01	-1.65494	0.496259
-1.53263	0.04	-1.41032	0.721994
-1.28801	0.02	-1.16569	0.989395
-1.04338	0.04	-0.921071	1.27708
-0.798759	0.09	-0.676447	1.55266
-0.554135	0.15	-0.431823	1.77806
-0.309511	0.11	-0.187199	1.91791
-0.0648875	0.01	0.0574244	1.9486
0.179736	0.1	0.302048	1.86478
0.42436	0.09	0.546672	1.68091
0.668984	0.11	0.791296	1.42716
0.913607	0.07	1.03592	1.14133
1.15823	0.05	1.28054	0.859731
1.40285	0.01	1.52517	0.609993
1.64748	0	1.76979	0.407661
1.8921	0.01	2.01441	0.256616
2.13673	0.03	2.25904	0.152153
2.38135	0	2.50366	0.0849747
