7.77835	0	7.78517	0.017037
7.792	1	7.79882	0.0384498
7.80565	0	7.81248	0.0805304
7.8193	1	7.82613	0.156528
7.83295	1	7.83978	0.28235
7.8466	3	7.85343	0.472659
7.86025	2	7.86708	0.734301
7.8739	5	7.88073	1.05868
7.88755	7	7.89438	1.41651
7.9012	9	7.90803	1.7589
7.91485	10	7.92168	2.02687
7.9285	12	7.93533	2.16759
7.94215	12	7.94898	2.15126
7.9558	9	7.96263	1.9814
7.96945	8	7.97628	1.69363
7.9831	6	7.98993	1.34347
7.99675	4	8.00358	0.989015
8.0104	4	8.01723	0.675682
8.02405	2	8.03088	0.428398
8.0377	1	8.04453	0.252068
8.05135	2	8.05818	0.137642
8.065	0	8.07183	0.0697511
