1.7698	0	1.7774	0.00990992
1.785	1	1.7926	0.0232911
1.8002	0	1.8078	0.050849
1.8154	1	1.823	0.103121
1.8306	1	1.8382	0.19426
1.8458	1	1.8534	0.339934
1.861	1	1.8686	0.552556
1.8762	3	1.8838	0.834315
1.8914	6	1.899	1.17019
1.9066	7	1.9142	1.5246
1.9218	12	1.9294	1.84513
1.937	8	1.9446	2.0743
1.9522	13	1.9598	2.16615
1.9674	13	1.975	2.10124
1.9826	8	1.9902	1.89338
1.9978	9	2.0054	1.58479
2.013	5	2.0206	1.23219
2.0282	4	2.0358	0.889927
2.0434	0	2.051	0.597042
2.0586	5	2.0662	0.372073
2.0738	2	2.0814	0.215389
2.089	0	2.0966	0.115822
