7.8703	0	7.87415	0.985899
7.878	1	7.88185	1.58264
7.8857	0	7.88955	2.41582
7.8934	2	7.89725	3.50654
7.9011	3	7.90495	4.8398
7.9088	3	7.91265	6.35197
7.9165	5	7.92035	7.92726
7.9242	3	7.92805	9.40742
7.9319	5	7.93575	10.6158
7.9396	1	7.94345	11.3911
7.9473	3	7.95115	11.6228
7.955	3	7.95885	11.2769
7.9627	6	7.96655	10.4041
7.9704	4	7.97425	9.12747
7.9781	4	7.98195	7.61429
7.9858	2	7.98965	6.04007
7.9935	1	7.99735	4.55603
8.0012	2	8.00505	3.26787
8.0089	0	8.01275	2.22883
8.0166	1	8.02045	1.44551
8.0243	1	8.02815	0.891453
8.032	0	8.03585	0.522768
