1.7242	0	1.7301	0.060887
1.736	1	1.7419	0.112539
1.7478	4	1.7537	0.195927
1.7596	1	1.7655	0.321289
1.7714	1	1.7773	0.496259
1.7832	4	1.7891	0.721994
1.795	2	1.8009	0.989395
1.8068	4	1.8127	1.27708
1.8186	9	1.8245	1.55266
1.8304	15	1.8363	1.77806
1.8422	11	1.8481	1.91791
1.854	1	1.8599	1.9486
1.8658	10	1.8717	1.86478
1.8776	9	1.8835	1.68091
1.8894	11	1.8953	1.42716
1.9012	9	1.9071	1.14133
1.913	3	1.9189	0.859731
1.9248	1	1.9307	0.609993
1.9366	0	1.9425	0.407661
1.9484	1	1.9543	0.256616
1.9602	3	1.9661	0.152153
1.972	0	1.9779	0.0849747
